gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7
2.89511,-0.520101,-0.147599,-0.222816,0.0344998,0.063914,0.0081423
3.14413,-0.606915,-0.177716,-0.239686,0.0323161,0.0687643,0.0112866
3.14385,-0.64992,-0.247473,-0.237531,0.0272326,0.0747998,0.0235884
3.01471,-0.549744,-0.119772,-0.221345,0.0192919,0.0608573,0.00909155
2.76332,-0.47119,-0.130471,-0.171991,0.00239631,0.0447191,0.0173374
2.73629,-0.497415,-0.148049,-0.178602,0.0116212,0.0525184,0.0161175
2.92719,-0.584804,-0.201482,-0.20993,0.0158774,0.066843,0.0231128
2.98859,-0.511303,-0.0606156,-0.22618,0.0211632,0.0592178,0.00151404
2.72723,-0.448717,-0.15328,-0.181645,0.0161593,0.0456382,0.0132531
3.17896,-0.628494,-0.0786878,-0.240708,-0.000905311,0.070558,0.0121867
3.15037,-0.617789,-0.102412,-0.237701,0.00777143,0.069287,0.0113355
2.50156,-0.357355,-0.0332358,-0.135786,0.0155998,0.02866,-0.00331765
2.7156,-0.404767,0.00178062,-0.185523,0.00923402,0.0426899,-0.00312692
3.3841,-0.749479,-0.224251,-0.287011,0.0209532,0.094493,0.0244787
2.71164,-0.485909,-0.183439,-0.175498,0.0202887,0.0495591,0.0141109
2.73443,-0.462512,-0.165993,-0.180006,0.0228386,0.0487414,0.0163435
3.19233,-0.663749,-0.1834,-0.240604,0.018765,0.0761256,0.0198456
3.16979,-0.6435,-0.171484,-0.236068,0.0256774,0.0722775,0.0149175
3.18692,-0.644366,-0.17792,-0.251222,0.0203129,0.0754731,0.0152272
3.11806,-0.628512,-0.304019,-0.24549,0.0311717,0.0758919,0.0306919
3.09142,-0.611597,-0.192488,-0.231381,0.00968362,0.0704413,0.0246753
3.17453,-0.621456,-0.0685862,-0.245669,-0.00307629,0.0713113,0.010947
2.76098,-0.483505,-0.200244,-0.196289,0.0381007,0.056315,0.014683
2.95959,-0.532492,-0.13711,-0.214718,0.0196248,0.0592334,0.0119918
3.31162,-0.660133,-0.191234,-0.272817,0.0246035,0.080154,0.0186879
3.19753,-0.638048,-0.219708,-0.259124,0.0334677,0.0782792,0.0193961
3.25173,-0.677586,-0.234238,-0.259506,0.0341318,0.0805139,0.0197778
3.25784,-0.625287,-0.116305,-0.267649,0.01643,0.0756437,0.0100509
3.19909,-0.639707,-0.120253,-0.248609,0.0149616,0.0741056,0.0115804
3.17103,-0.623211,-0.230176,-0.254249,0.0414359,0.0751236,0.0149881
2.97667,-0.590577,-0.182921,-0.220382,0.0187256,0.0686203,0.0191969
3.35866,-0.708144,-0.244399,-0.270491,0.0241433,0.0834805,0.0246036
3.25237,-0.697137,-0.167003,-0.251587,0.0104963,0.0802993,0.0191878
3.20997,-0.676292,-0.162184,-0.249916,0.00840936,0.0785422,0.0198264
2.94552,-0.559695,-0.204229,-0.227472,0.0334595,0.0683101,0.0163346
3.02892,-0.577186,-0.202799,-0.22374,0.0335465,0.0653446,0.0154169
3.076,-0.587291,-0.192448,-0.238401,0.031908,0.0694914,0.0149969
2.85435,-0.527357,-0.127013,-0.194805,0.00496715,0.0560861,0.0156583
3.01037,-0.571603,-0.143024,-0.222853,0.0128882,0.0652916,0.0162331
2.96633,-0.57931,-0.144606,-0.219996,0.0142534,0.0671511,0.0154081
3.08843,-0.621602,-0.210229,-0.245328,0.0321299,0.0761776,0.017434
3.00017,-0.555029,-0.111985,-0.213781,0.0168816,0.0597562,0.00893129
3.08654,-0.59578,-0.150639,-0.232937,0.00105418,0.0682207,0.0226205
2.7634,-0.50994,-0.155901,-0.188463,0.0245816,0.0562655,0.0117832
2.82311,-0.455352,-0.154969,-0.202699,0.0301241,0.050431,0.00985278
3.05206,-0.583421,-0.10711,-0.220572,0.00557613,0.0631789,0.0128109
3.30437,-0.664281,-0.116876,-0.252243,0.0084651,0.0739565,0.0144825
3.08429,-0.555063,-0.0767528,-0.232356,0.0240941,0.0612021,-7.28725e-05
3.12685,-0.555868,-0.0836839,-0.230495,0.0282951,0.0593104,-0.000457811
3.03121,-0.534071,-0.0601108,-0.238343,0.0198163,0.0646537,0.00257401
3.16085,-0.603705,-0.119183,-0.256259,0.0240136,0.0731274,0.00735875
3.20091,-0.628238,-0.153042,-0.237044,0.010149,0.0680656,0.0170546
2.93657,-0.561205,-0.230469,-0.204813,0.0195863,0.0599532,0.0239057
3.19963,-0.620233,-0.212641,-0.246949,0.0272668,0.0716377,0.0189718
2.89599,-0.558571,-0.233553,-0.1951,0.0103412,0.0591335,0.0297307
3.26646,-0.60224,-0.163463,-0.261282,0.0386136,0.0704117,0.00693289
2.91851,-0.55624,-0.206004,-0.208788,0.031173,0.0627349,0.015733
2.90209,-0.561436,-0.205335,-0.20926,0.0319689,0.0647714,0.0158781
2.94422,-0.527734,-0.150631,-0.223733,0.020625,0.0637477,0.0152729
2.9043,-0.514704,-0.142195,-0.214633,0.016294,0.0598776,0.0144145
2.89586,-0.443705,-0.0953805,-0.212257,0.0337424,0.0479955,-0.00160927
2.96062,-0.4824,-0.113438,-0.220668,0.0400911,0.0547968,0.00108678
3.01818,-0.549355,-0.104748,-0.234507,0.0287012,0.0638478,0.00113382
3.06177,-0.566262,-0.111727,-0.237154,0.03376,0.0673244,0.00446765
3.06447,-0.618464,-0.166492,-0.236937,0.0127565,0.0743634,0.0202374
3.05899,-0.602417,-0.176586,-0.239231,0.0127834,0.07274,0.0208805
3.0625,-0.601216,-0.173226,-0.243464,0.0121435,0.0747472,0.0210257
3.06077,-0.612103,-0.180471,-0.225566,0.0120648,0.0690241,0.0217842
3.07829,-0.56414,-0.111029,-0.242006,0.0296651,0.0657048,0.00243596
3.10607,-0.573332,-0.0747683,-0.240814,0.0121696,0.065782,0.00500751
3.03822,-0.554127,-0.154557,-0.230397,0.0270016,0.0641038,0.0116794
3.12141,-0.625264,-0.278144,-0.252528,0.0473615,0.0776289,0.0211061
3.47079,-0.700044,-0.108501,-0.284677,0.0162967,0.0819954,0.00907641
3.34531,-0.688498,-0.106194,-0.27484,0.0069451,0.0834301,0.0141358
3.27898,-0.654725,-0.140045,-0.272465,0.0244991,0.0805515,0.0101472
2.75254,-0.479117,-0.144517,-0.189961,0.0193862,0.0525229,0.0130368
3.00899,-0.55601,-0.107363,-0.222806,0.0138824,0.0631097,0.0120421
3.06689,-0.617609,-0.16356,-0.238608,0.0199437,0.0733221,0.0153323
2.65897,-0.474814,-0.149334,-0.164911,0.0151239,0.0494779,0.0161898
3.08191,-0.596177,-0.161658,-0.241731,0.0199324,0.0726415,0.0164429
3.10065,-0.609254,-0.178404,-0.240687,0.0180972,0.0726412,0.0189741
2.8483,-0.528931,-0.154353,-0.192782,0.0126755,0.0564793,0.0168008
3.02461,-0.533159,-0.100307,-0.220822,0.0259772,0.057527,0.00235847
3.01566,-0.548532,-0.0315771,-0.22685,0.0126728,0.0624539,0.000416601
3.05316,-0.581892,-0.204794,-0.235121,0.0230551,0.0693215,0.0210254
3.11003,-0.581145,-0.0466991,-0.232303,0.0154371,0.0647251,0.000522667
3.18934,-0.554099,-0.000928391,-0.255117,0.0155335,0.0650512,-0.00531148
2.7938,-0.506525,-0.12498,-0.198022,0.00753992,0.0581474,0.016636
2.97244,-0.527548,-0.140535,-0.219423,0.0258884,0.0577227,0.00695574
2.90021,-0.515168,-0.151557,-0.197603,0.0164085,0.0526163,0.0137495
2.76047,-0.511549,-0.147027,-0.1947,0.0184743,0.0597173,0.01513
2.73641,-0.526133,-0.197922,-0.189537,0.0235258,0.0614766,0.0207727
3.13303,-0.573124,-0.0883349,-0.230747,0.0109844,0.0624367,0.00845029
3.05158,-0.580585,-0.0862834,-0.226192,0.0118573,0.0647134,0.00831568
3.34338,-0.756402,-0.379981,-0.284849,0.0426084,0.0974797,0.0372975
3.69102,-0.836515,-0.240205,-0.322313,0.0277404,0.104037,0.0228807
3.3625,-0.723822,-0.273654,-0.280646,0.0347889,0.0884218,0.023776
3.39333,-0.721024,-0.296516,-0.298636,0.0422406,0.0941963,0.0258449
2.91513,-0.565943,-0.170414,-0.201347,0.0114583,0.0612962,0.0202196
2.81269,-0.458129,-0.0591141,-0.193414,0.0130222,0.0481707,0.00341771
2.99207,-0.615957,-0.269531,-0.232336,0.0236896,0.0759177,0.0301121
3.05553,-0.643419,-0.245713,-0.218747,0.0127421,0.0712828,0.0301105
3.21148,-0.59722,-0.0901658,-0.25909,0.0297489,0.0705996,-0.000267444
3.27887,-0.601209,-0.0560554,-0.265144,0.0145666,0.0701075,0.00242192
2.98819,-0.626182,-0.283752,-0.229651,0.0358237,0.0771932,0.0265821
3.11889,-0.524249,0.00677888,-0.224854,0.00122978,0.053138,-0.00148804
3.06676,-0.543465,0.0148581,-0.224585,0.00331586,0.0580715,-0.00359163
2.63621,-0.431223,-0.183061,-0.16998,0.0375862,0.0451767,0.0106188
2.8167,-0.470023,0.00698351,-0.184787,-0.00630441,0.0469805,0.00249271
2.78993,-0.464563,0.0288307,-0.176941,-0.0118748,0.0440794,0.00204998
2.62251,-0.413841,-0.101861,-0.168321,0.0306875,0.0420091,0.00197572
3.38688,-0.726737,-0.194946,-0.27661,0.0203913,0.0859591,0.0190041
3.44619,-0.69694,-0.135905,-0.291626,0.0155267,0.084758,0.0129358
3.55534,-0.751886,-0.136946,-0.307965,0.0172761,0.0939016,0.0140344
3.54419,-0.735079,-0.225563,-0.314093,0.0517445,0.0935311,0.00964763
3.09853,-0.671969,-0.297123,-0.236379,0.0166414,0.0816812,0.0389951
3.21304,-0.669524,-0.269571,-0.256324,0.0325437,0.0800995,0.0243404
3.04484,-0.618152,-0.305647,-0.240382,0.0436077,0.0755346,0.0246273
2.8484,-0.532899,-0.111644,-0.189926,-0.00970683,0.0560584,0.0215944
2.85341,-0.488792,-0.122274,-0.20697,0.0275883,0.0543585,0.00498253
3.17346,-0.557967,-0.0166716,-0.237232,0.00334529,0.0600247,0.00145099
2.94207,-0.52253,0.0110671,-0.209874,-0.00779607,0.0560728,0.00242522
3.2296,-0.67728,-0.130972,-0.254966,-0.00255669,0.080948,0.0210527
2.72061,-0.439721,-0.150114,-0.185304,0.0434735,0.0474163,0.00276298
2.52374,-0.426599,-0.208151,-0.152306,0.0203699,0.0441228,0.0218562
2.97257,-0.554262,-0.137936,-0.211558,0.0146675,0.0603428,0.0134203
3.19438,-0.659845,-0.23732,-0.254812,0.0282189,0.0791712,0.0219782
3.10097,-0.593867,-0.166892,-0.234518,0.0337106,0.0683302,0.0107792
2.92007,-0.56211,-0.244879,-0.227232,0.0303702,0.0686773,0.0227639
2.78077,-0.466163,-0.0512681,-0.186273,-0.010248,0.0498046,0.0150507
2.62974,-0.407616,-0.165189,-0.176044,0.0335253,0.0438535,0.00904612
3.07616,-0.564795,-0.0206624,-0.226443,-0.00341203,0.0613173,0.003851
3.22924,-0.641589,-0.12432,-0.258487,0.0288484,0.0765783,0.00656992
2.782,-0.541952,-0.2498,-0.190096,0.00697778,0.0614642,0.0343474
3.12444,-0.564085,-0.0622056,-0.236446,0.00751792,0.0618631,0.00634893
3.10751,-0.58771,-0.0615667,-0.239757,0.0114719,0.0675243,0.00389872
3.0971,-0.592569,-0.0922585,-0.233696,-0.00913812,0.0663012,0.017592
3.11555,-0.615116,-0.112456,-0.221832,-0.0010462,0.0658038,0.0166078
2.88447,-0.51322,-0.185322,-0.213233,0.0379954,0.0595708,0.01203
2.85678,-0.537118,-0.165394,-0.201894,0.0248772,0.0584576,0.0105999
3.11624,-0.630014,-0.242257,-0.238442,0.0239646,0.0746981,0.0271869
3.09955,-0.641848,-0.257347,-0.239564,0.0243973,0.0749868,0.0247971
3.16717,-0.636885,-0.21155,-0.240203,0.0173537,0.0721067,0.0235685
3.01445,-0.594372,-0.162033,-0.227757,0.011149,0.0693224,0.0193181
3.00356,-0.580865,-0.246861,-0.224719,0.0312787,0.0672462,0.0216645
3.00962,-0.569337,-0.249914,-0.228331,0.0330195,0.066999,0.0222934
2.89941,-0.517039,-0.0382399,-0.189803,-0.00920748,0.0504882,0.00756658
2.82157,-0.535756,-0.0269383,-0.177094,-0.0242808,0.0528836,0.0155994
2.61437,-0.362478,0.000973777,-0.162218,0.0190677,0.0328084,-0.00831291
2.66853,-0.458601,-0.0848653,-0.160447,-0.00714937,0.0444186,0.0160854
3.19289,-0.608708,-0.206551,-0.255411,0.0452295,0.0733061,0.0115556
3.1679,-0.619838,-0.189282,-0.243804,0.0286844,0.0721073,0.0165755
3.17593,-0.641499,-0.192338,-0.243706,0.0249079,0.0754692,0.0199706
3.08523,-0.617662,-0.214604,-0.234754,0.0243229,0.0722922,0.0221022
3.12582,-0.619346,-0.193559,-0.246634,0.0318098,0.0749979,0.0167402
3.24249,-0.610271,-0.117091,-0.263443,0.024309,0.0735276,0.0085459
3.01581,-0.556111,-0.101445,-0.22255,0.0162381,0.0632211,0.00979291
2.92436,-0.556867,-0.144369,-0.208423,0.015629,0.0608271,0.0116747
2.9712,-0.594341,-0.193735,-0.220116,0.0210173,0.0684295,0.0182359
2.9896,-0.636696,-0.244131,-0.21365,0.0152156,0.0727921,0.0306811
2.99737,-0.628174,-0.253506,-0.220676,0.0135628,0.0724749,0.0300135
3.0277,-0.563935,-0.184342,-0.238232,0.0442306,0.0684205,0.00826395
2.93854,-0.566313,-0.122169,-0.213726,-0.000863928,0.0648075,0.0193015
3.09961,-0.580628,-0.102296,-0.223593,0.00652417,0.0619026,0.0121634
2.8395,-0.54003,-0.165872,-0.184364,0.0114865,0.0555516,0.0198118
2.9677,-0.52615,-0.13561,-0.224697,0.0287166,0.0620772,0.0090948
2.95519,-0.525759,-0.14256,-0.223738,0.0290343,0.0616788,0.00989806
2.8001,-0.552726,-0.179372,-0.184853,0.00221123,0.0608459,0.0273617
3.37383,-0.635233,-0.11637,-0.289943,0.035946,0.0794861,0.00212009
3.17209,-0.675128,-0.25222,-0.245091,0.0310439,0.0800414,0.0229103
3.18796,-0.65316,-0.254537,-0.250142,0.0323524,0.0772287,0.0239499
3.2366,-0.662627,-0.254295,-0.262208,0.037273,0.0800806,0.0193971
2.91494,-0.598878,-0.303258,-0.212263,0.043929,0.0710522,0.02641
3.15657,-0.609927,-0.0250595,-0.233398,-0.00626634,0.0663311,0.00697808
2.99265,-0.518985,-0.182806,-0.238553,0.0467661,0.0641011,0.00797106
3.16609,-0.642842,-0.069045,-0.23309,-0.00692633,0.0706548,0.0137305
2.90806,-0.524382,-0.182555,-0.220231,0.041282,0.0623205,0.00937512
2.86961,-0.532301,-0.174265,-0.216452,0.0413041,0.0638068,0.00752535
2.9585,-0.555611,-0.141368,-0.218313,0.0153983,0.0643145,0.0159215
3.08235,-0.571882,-0.152251,-0.23698,0.0370151,0.0667719,0.00681952
3.00292,-0.526294,-0.150055,-0.232765,0.0354311,0.062319,0.00788006
3.12439,-0.581622,-0.151078,-0.240842,0.0264464,0.0675749,0.0104064
3.1424,-0.615,-0.251561,-0.250807,0.0368758,0.073435,0.0202007
3.15216,-0.617464,-0.119479,-0.246717,0.0330404,0.0725977,0.00435776
3.28146,-0.666948,-0.136837,-0.26058,0.0288747,0.0769413,0.00587874
3.29961,-0.621677,-0.0894998,-0.275457,0.0153536,0.0761102,0.00683637
3.11748,-0.578695,-0.198848,-0.247964,0.0375472,0.0693756,0.013797
2.9275,-0.53201,-0.151495,-0.214285,0.0203079,0.0608695,0.0141305
2.87467,-0.527926,-0.162473,-0.208863,0.0253769,0.0610143,0.0138736
2.91943,-0.531707,-0.178795,-0.213475,0.0314065,0.0606072,0.0131389
3.01319,-0.621543,-0.151495,-0.211779,-0.0105483,0.0678519,0.0266993
2.71848,-0.438356,-0.0770371,-0.178936,0.0197603,0.0452016,0.0029619
2.80925,-0.499498,-0.0783551,-0.187196,-0.00653355,0.0513017,0.0137073
2.94712,-0.571811,-0.221463,-0.220274,0.0384721,0.067384,0.0160629
3.06384,-0.600502,-0.189247,-0.233004,0.0276106,0.069877,0.0156494
3.0549,-0.601841,-0.204827,-0.238185,0.0262702,0.0732027,0.019636
3.1021,-0.606257,-0.177714,-0.235145,0.0176975,0.0691946,0.0184826
2.86646,-0.53072,-0.187179,-0.211106,0.0322251,0.0623785,0.014756
3.19912,-0.69244,-0.210059,-0.256371,0.0111407,0.0852859,0.0267124
2.96285,-0.617132,-0.235257,-0.225399,0.0247285,0.0754279,0.0256504
2.83044,-0.483331,-0.0805911,-0.185136,0.00435736,0.0481441,0.00983056
2.58235,-0.42659,-0.105943,-0.155874,0.0105749,0.0416647,0.010496
2.60299,-0.433625,-0.106659,-0.160875,0.0101653,0.0433607,0.011014
2.838,-0.524564,-0.106418,-0.183648,-0.0105139,0.053565,0.020932
3.16126,-0.65067,-0.178371,-0.246333,0.000792178,0.0770225,0.0260139
3.34589,-0.682491,-0.240864,-0.285232,0.0359488,0.0857366,0.0196343
3.20779,-0.706391,-0.234171,-0.245879,0.0228006,0.0828164,0.0249081
3.39101,-0.670777,-0.212179,-0.28711,0.0393067,0.0828369,0.0152107
3.45534,-0.767225,-0.29508,-0.299213,0.0480311,0.0959953,0.019561
3.45778,-0.763893,-0.210692,-0.286478,0.0235011,0.0922899,0.0215409
3.17535,-0.663654,-0.235534,-0.261029,0.0253814,0.0831129,0.0229586
3.25276,-0.606405,-0.177966,-0.268738,0.0395261,0.0741887,0.00954366
3.20771,-0.661335,-0.126497,-0.245342,0.00585361,0.0751444,0.0155257
2.94451,-0.511398,-0.180017,-0.230621,0.0361438,0.0625135,0.0110009
3.07703,-0.609444,-0.269136,-0.246622,0.0449731,0.0769269,0.0224484
3.17738,-0.650203,-0.294078,-0.243965,0.0460911,0.0757175,0.0239284
3.19868,-0.659787,-0.265617,-0.267701,0.0388951,0.0838936,0.0216723
2.665,-0.424694,-0.0411803,-0.166513,-0.0067412,0.0409668,0.00928602
2.66997,-0.438802,-0.0685598,-0.159641,0.00178909,0.0407519,0.00919151
2.6946,-0.436371,-0.0480579,-0.175741,0.00129665,0.0452206,0.00728538
3.09956,-0.611145,-0.211521,-0.240907,0.0266767,0.0725488,0.0187909
3.26797,-0.694129,-0.226791,-0.253279,0.0187974,0.0799615,0.0237202
3.28867,-0.699727,-0.226411,-0.251769,0.0197453,0.078984,0.0239069
3.17884,-0.625413,-0.222629,-0.24818,0.0353019,0.0743368,0.0193931
3.15911,-0.647156,-0.245221,-0.258174,0.0268123,0.0802978,0.0238885
3.23549,-0.618345,-0.150329,-0.261844,0.0324942,0.0732518,0.00659228
3.05975,-0.561974,-0.123483,-0.234968,0.0243544,0.0648224,0.00674509
3.31201,-0.658076,-0.159614,-0.267776,0.0236267,0.0775764,0.0124309
2.92796,-0.556517,-0.132479,-0.2016,0.00458169,0.0581641,0.0157996
2.92648,-0.548106,-0.133789,-0.213027,0.00968286,0.061766,0.0157103
2.85702,-0.540049,-0.180456,-0.199386,0.0223874,0.0592414,0.0167075
3.12362,-0.63607,-0.216422,-0.239876,0.0307076,0.0743304,0.0184074
3.17513,-0.577318,-0.0812118,-0.251028,0.014705,0.0675092,0.00594176
3.00409,-0.623553,-0.263136,-0.222848,0.026177,0.0737702,0.0299464
3.29125,-0.66423,-0.173048,-0.259135,0.0238548,0.0753977,0.0129794
3.12235,-0.650223,-0.238257,-0.243889,0.0223709,0.0776098,0.0252834
3.30152,-0.693649,-0.187957,-0.272703,0.0265358,0.0844431,0.0154327
3.32417,-0.682314,-0.177825,-0.281696,0.031791,0.0865955,0.0137673
3.38023,-0.683313,-0.189705,-0.286524,0.0319815,0.0850562,0.0137376
2.72377,-0.472806,-0.160409,-0.179395,0.0131529,0.0493064,0.0171184
3.03629,-0.586131,-0.186583,-0.227294,0.0211356,0.0678507,0.0189252
3.07562,-0.638383,-0.251701,-0.223761,0.00895439,0.0707268,0.0318817
3.10302,-0.631935,-0.270956,-0.236227,0.033826,0.0735967,0.0250434
3.17433,-0.672576,-0.190516,-0.251725,0.00145506,0.0811845,0.0278458
3.17942,-0.629072,-0.202545,-0.256196,0.0358721,0.0764023,0.015247
3.22429,-0.640954,-0.209909,-0.253839,0.0348252,0.0738447,0.0139173
2.93483,-0.58832,-0.18203,-0.218951,0.011457,0.0702313,0.0224419
3.04157,-0.585196,-0.184516,-0.220818,0.0143659,0.0645767,0.0196753
3.05568,-0.553556,-0.11261,-0.231788,0.0179296,0.0630069,0.0090541
2.79222,-0.516191,-0.202229,-0.196288,0.0216792,0.0589264,0.0210349
3.0769,-0.61719,-0.199019,-0.233634,0.025111,0.071067,0.0170652
3.31364,-0.67212,-0.180517,-0.269868,0.0189169,0.0798438,0.0174377
2.72923,-0.440395,-0.0634098,-0.181296,0.0108901,0.0461604,0.00557636
2.5469,-0.424331,-0.0996366,-0.146389,-0.00274491,0.0402851,0.0155783
3.00907,-0.516478,-0.0746771,-0.224054,0.0245758,0.0569121,0.000236916
2.99837,-0.516872,-0.128217,-0.220256,0.0318959,0.0559913,0.00385411
2.98914,-0.6026,-0.208392,-0.217795,0.00855409,0.0685587,0.0265236
3.14435,-0.658328,-0.209447,-0.240072,0.00975537,0.0768044,0.0264008
3.24395,-0.688019,-0.16447,-0.25805,0.0123852,0.0826926,0.0210089
3.11724,-0.593913,-0.207696,-0.246735,0.0509425,0.0722654,0.0111278
3.4023,-0.746894,-0.160228,-0.260625,-0.00253186,0.0847977,0.0269332
3.18987,-0.667874,-0.126245,-0.245963,-0.000742243,0.0767503,0.0168604
3.19677,-0.607917,-0.0387242,-0.254186,0.00703573,0.0712586,0.00185994
3.04414,-0.586569,-0.0822695,-0.231931,0.00833473,0.0677151,0.00825363
2.61267,-0.460981,-0.175549,-0.169463,0.0248648,0.0505179,0.0165296
2.7057,-0.486381,-0.186726,-0.186447,0.0170875,0.0545374,0.0197701
2.86718,-0.511624,-0.0646115,-0.191113,0.00307393,0.0518462,0.00804888
3.36006,-0.661063,-0.19531,-0.281935,0.0319442,0.0803303,0.0148825
3.45925,-0.746839,-0.274884,-0.301093,0.0419618,0.0945484,0.021165
3.40364,-0.731843,-0.282651,-0.291768,0.0428923,0.0925241,0.0230471
3.39251,-0.694941,-0.278128,-0.29445,0.0531491,0.0890506,0.0183752
3.26421,-0.642387,-0.19726,-0.264811,0.0284341,0.0766252,0.015627
3.13747,-0.653025,-0.189618,-0.242793,0.0129779,0.0772962,0.0223242
3.0721,-0.592357,-0.167968,-0.240397,0.0251409,0.0711203,0.0134833
3.06323,-0.574078,-0.162378,-0.239467,0.024935,0.0684399,0.0132528
3.01481,-0.57519,-0.154169,-0.220466,0.0176146,0.0642062,0.0150321
3.03395,-0.580967,-0.154719,-0.226307,0.0162062,0.0659641,0.0153571
2.91381,-0.553427,-0.182117,-0.199965,0.0264107,0.0595614,0.0159692
3.27132,-0.642049,-0.183093,-0.270784,0.0185841,0.0793016,0.0201873
3.25105,-0.661673,-0.173345,-0.24282,0.0160616,0.0721514,0.0174438
2.9951,-0.538786,-0.0784899,-0.220034,0.0220409,0.0599942,0.00191916
2.98207,-0.534541,-0.0762898,-0.222632,0.0193801,0.060705,0.00166438
2.95264,-0.570099,-0.196086,-0.215117,0.0184125,0.0639549,0.0192965
3.04227,-0.608392,-0.175092,-0.231765,0.0198608,0.0713313,0.0164132
3.14377,-0.614624,-0.157037,-0.246851,0.0194085,0.0727567,0.0146057
2.99571,-0.553029,-0.15297,-0.227264,0.0278833,0.064486,0.0102932
2.94516,-0.523021,-0.130586,-0.221242,0.0250319,0.0602431,0.00753659
3.24182,-0.662021,-0.115904,-0.255606,0.00965373,0.0781824,0.0138803
3.15059,-0.637004,-0.214241,-0.254253,0.0353235,0.0788673,0.0175442
3.30234,-0.682605,-0.2194,-0.275551,0.0256899,0.0841053,0.0198674
3.25348,-0.67746,-0.20638,-0.262158,0.0248437,0.0810236,0.0182353
3.35275,-0.699537,-0.18659,-0.274952,0.0279454,0.083765,0.0143095
3.42943,-0.729026,-0.247755,-0.288486,0.0265546,0.0891277,0.0232986
2.73984,-0.441491,-0.0204094,-0.181558,0.0186431,0.0456169,-0.00350132
3.01001,-0.445806,0.0436663,-0.227762,0.0218437,0.0489696,-0.0134701
2.91925,-0.600931,-0.211425,-0.217409,0.0112537,0.0717808,0.0258506
3.07796,-0.56509,-0.155887,-0.246425,0.0364964,0.0694066,0.00851123
3.12676,-0.662752,-0.256164,-0.243513,0.0162626,0.0800714,0.0314554
3.40378,-0.694393,-0.22079,-0.291715,0.0460084,0.0877519,0.0124101
3.50763,-0.75337,-0.204579,-0.298065,0.0179925,0.0918146,0.0222818
3.52601,-0.749925,-0.206144,-0.299964,0.0175078,0.091319,0.0222161
3.34386,-0.699472,-0.179775,-0.279575,0.0237809,0.0856843,0.0150149
2.74894,-0.509668,-0.233055,-0.193804,0.0166471,0.0585773,0.0261424
2.98498,-0.568646,-0.154866,-0.213378,0.00812087,0.0635096,0.0211226
2.99987,-0.578251,-0.112929,-0.203674,0.00286881,0.0605464,0.0171315
2.92388,-0.570794,-0.120252,-0.205773,0.00422772,0.0622216,0.0140602
3.16807,-0.651184,-0.221581,-0.246386,0.0113352,0.076627,0.0269031
2.82058,-0.548224,-0.143063,-0.186762,0.004081,0.058816,0.0192888
2.76169,-0.50746,-0.179391,-0.185669,0.00133643,0.054981,0.0254831
2.82929,-0.518629,-0.153104,-0.198977,0.00426131,0.0581666,0.0211073
2.82702,-0.539966,-0.185148,-0.195336,0.0155084,0.0600394,0.020606
2.85952,-0.519532,-0.179689,-0.205274,0.029218,0.0578678,0.0122013
3.08461,-0.556386,-0.0171242,-0.227603,0.00349545,0.0607482,0.00295944
3.10993,-0.575303,-0.133408,-0.234946,0.0266656,0.0640899,0.00620498
3.17099,-0.64404,-0.126834,-0.235345,-0.00287886,0.0714224,0.0202792
3.21124,-0.64693,-0.138097,-0.240435,0.00182765,0.072502,0.0202835
3.22962,-0.669524,-0.229842,-0.257577,0.0291174,0.0801122,0.0199914
3.23177,-0.662374,-0.227146,-0.257439,0.0226573,0.0780939,0.0226821
3.08231,-0.587883,-0.172347,-0.232126,0.0180486,0.0672872,0.0188183
3.18303,-0.646805,-0.161488,-0.259173,0.0268999,0.0801801,0.0138188
3.04192,-0.580754,-0.161324,-0.230384,0.0172322,0.0666758,0.0160276
2.9312,-0.557944,-0.179098,-0.210583,0.0245557,0.0632988,0.016723
2.86977,-0.528144,-0.12516,-0.20106,0.0145253,0.0572583,0.0120713
2.87489,-0.512029,-0.137692,-0.204616,0.0230511,0.0560016,0.00984169
3.191,-0.610177,-0.126339,-0.254354,0.0256282,0.0718497,0.00743444
